"
Proyecto de Ley
","
Fecha de Presentación
"
       
        
        
        
       
00589/2021-CR
","
27/10/2021
","
Ley que establece el pago oportuno a 30 días de las facturas comerciales emitidas por micro, pequeñas y medianas empresas
","
Orden del Día
","
Congreso
","
 Flores Ancachi, Jorge Luis; Doroteo Carbajo, Raúl Felipe; Espinoza Vargas, Jhaec Darwin; López Ureña, Ilich Fredy; Mori Celis, Juan Carlos; Portero López, Hilda Marleny; Soto Palacios, Wilson; Vergara Mendoza, Elvis Hernán
"
"
       
        
        
        
       
00588/2021-CR
","
27/10/2021
","
Ley que concede amnistía a las autoridades y miembros de pueblos indígenas u originarios, comunidades campesinas, comunidades nativas, rondas campesinas y rondas urbanas
","
En comisión
","
Congreso
","
 Palacios Huamán, Margot; Cerrón Rojas, Waldemar José; Ugarte Mamani, Jhakeline Katy; Bermejo Rojas, Guillermo; Cruz Mamani, Flavio; Flores Ramírez, Alex Randu; Vásquez Vela, Lucinda
"
"
       
        
        
        
       
00587/2021-CR
","
27/10/2021
","
Ley que propone la modificatoria de la Tercera Disposición Complementaria Transitoria de la Ley 30220, Ley Universitaria
","
En comisión
","
Congreso
","
 Palacios Huamán, Margot; Ugarte Mamani, Jhakeline Katy; Gutiérrez Ticona, Paul Silvio; Cruz Mamani, Flavio; Vásquez Vela, Lucinda; Cerrón Rojas, Waldemar José
"
"
       
        
        
        
       
00586/2021-CR
","
27/10/2021
","
Ley que declara a la hoja de coca como patrimonio cultural y cultivo emblemático que promueve la investigación y el desarrollo industrial de sus derivados
","
En comisión
","
Congreso
","
 Palacios Huamán, Margot; Gutiérrez Ticona, Paul Silvio; Echeverría Rodríguez, Hamlet; Cruz Mamani, Flavio; Vásquez Vela, Lucinda; Bellido Ugarte, Guido; Cerrón Rojas, Waldemar José
"
"
       
        
        
        
       
00585/2021-CR
","
27/10/2021
","
Ley que modifica la Ley 29338, Ley de Recursos Hídricos, modificada por la Ley 30640, y declara la intangibilidad de las cabeceras de cuenca
","
Al Archivo
","
Congreso
","
 Palacios Huamán, Margot; Echeverría Rodríguez, Hamlet; Bermejo Rojas, Guillermo; Cruz Mamani, Flavio; Flores Ramírez, Alex Randu; Ugarte Mamani, Jhakeline Katy; Cerrón Rojas, Waldemar José
"
"
       
        
        
        
       
00584/2021-CR
","
27/10/2021
","
Ley que garantiza y promueve la efectividad y celeridad en los procesos de alimentos
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Vergara Mendoza, Elvis Hernán; Monteza Facho, Silvia María; López Ureña, Ilich Fredy; Arriola Tueros, José Alberto; Soto Palacios, Wilson; Martínez Talavera, Pedro Edwin; Flores Ancachi, Jorge Luis; Aragón Carreño, Luis Ángel
"
"
       
        
        
        
       
00583/2021-PE
","
27/10/2021
","
Ley que delega en el Poder Ejecutivo la facultad de legislar en materia tributaria, fiscal, financiera y de reactivación económica 
","
Publicado en el Diario Oficial El Peruano
","
Poder Ejecutivo
",
"
       
        
        
        
       
00582/2021-GL
","
27/10/2021
","
Ley que declara intangible, inalienable e imprescriptible el terreno adjudicado mediante la Ley 30743 a favor de la Municipalidad Provincial de Sullana para la construcción del megamercado municipal de Sullana, equipamiento y espacios públicos y promueve el financiamiento para su construcción y equipamiento
","
En comisión
","
Gobiernos Locales
",
"
       
        
        
        
       
00581/2021-CR
","
27/10/2021
","
Ley que incorpora como causal de vacancia la no ejecución del presupuesto anual, para los Gobiernos Locales y Regionales
","
Dictamen
","
Congreso
","
 Herrera Medina, Noelia Rossvith; Montoya Manrique, Jorge Carlos; Medina Minaya, Esdras Ricardo; Muñante Barrios, Alejandro; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Zeballos Aponte, Jorge Arturo; Ciccia Vásquez, Miguel Ángel
"
"
       
        
        
        
       
00580/2021-CR
","
27/10/2021
","
Ley que establece criterios de atención prioritaria para la titulación automática de posesiones informales en centros urbanos informales, urbanizaciones populares y asentamientos humanos no formalizados 
","
EN AGENDA DEL PLENO
","
Congreso
","
 Herrera Medina, Noelia Rossvith; Montoya Manrique, Jorge Carlos; Medina Minaya, Esdras Ricardo; Muñante Barrios, Alejandro; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Zeballos Aponte, Jorge Arturo; Ciccia Vásquez, Miguel Ángel
"
"
       
        
        
        
       
00579/2021-CR
","
27/10/2021
","
LEY QUE MODIFICA EL ARTÍCULO 21 DE LA LEY 28015, LEY DE PROMOCIÓN Y FORMALIZACIÓN DE LA MICRO Y PEQUEÑA EMPRESA, PARA QUE EL NO MENOS DEL 60% DE SUS CONTRATACIONES SEAN ATENDIDAS POR LAS MICRO Y PEQUEÑAS EMPRESA
","
EN AGENDA DEL PLENO
","
Congreso
","
 Herrera Medina, Noelia Rossvith; Muñante Barrios, Alejandro; Zeballos Aponte, Jorge Arturo; Medina Minaya, Esdras Ricardo; Montoya Manrique, Jorge Carlos; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Ciccia Vásquez, Miguel Ángel
"
"
       
        
        
        
       
00578/2021-CR
","
27/10/2021
","
Ley que modifica el artículo 3 del Decreto de Urgencia 031-2001, Decreto de Urgencia que aprueba medidas económicas financieras para asegurar el financiamiento del proceso de inmunización contra la COVID-19, así como el pago de obligaciones a cargo del estado a favor de las personas que recibieron en territorio peruano las vacunas contra la COVID-19
","
En comisión
","
Congreso
","
 Herrera Medina, Noelia Rossvith; Montoya Manrique, Jorge Carlos; Medina Minaya, Esdras Ricardo; Zeballos Aponte, Jorge Arturo; Ciccia Vásquez, Miguel Ángel; Jáuregui Martínez de Aguayo, María de los Milagros Jackeline; Muñante Barrios, Alejandro
"
"
       
        
        
        
       
00577/2021-CR
","
26/10/2021
","
Ley que declara de necesidad pública la creación e implementación del Parque Científico-Tecnológico Intercultural de la Selva Central
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Reymundo Mercado, Edgard Cornelio; Bazán Narro, Sigrid Tesoro; Luque Ibarra, Ruth; López Ureña, Ilich Fredy; Jiménez Heredia, David Julio; Robles Araujo, Silvana Emperatriz; Cerrón Rojas, Waldemar José
"
"
       
        
        
        
       
00576/2021-CR
","
26/10/2021
","
Ley que declara a Manco Inca como prócer de la independencia del Perú y al distrito de Vilcabamba, provincia de La Convención, región del Cusco, como el último bastión de la resistencia inca
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Luque Ibarra, Ruth; Reymundo Mercado, Edgard Cornelio; Bazán Narro, Sigrid Tesoro; Cortez Aguirre, Isabel
"
"
       
        
        
        
       
00575/2021-CR
","
26/10/2021
","
Ley que establece la libre desafiliación de las administradoras privada de fondos de pensiones e incorpora un nuevo mecanismo de ahorro con fines previsionales
","
En comisión
","
Congreso
","
 Calle Lobatón, Digna; Luna Gálvez, José León; Wong Pujada, Enrique
"
"
       
        
        
        
       
00574/2021-CR
","
26/10/2021
","
Ley que reconoce a las Ollas Comunes como una organización social de base con carácter permanente 
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Calle Lobatón, Digna; Luna Gálvez, José León; Wong Pujada, Enrique
"
"
       
        
        
        
       
00573/2021-CR
","
26/10/2021
","
Ley que aumenta el plazo de prescripción para prevenir la impunidad en materia de responsabilidad administrativo disciplinaria o funcional
","
En comisión
","
Congreso
","
 Calle Lobatón, Digna; Luna Gálvez, José León; Wong Pujada, Enrique
"
"
       
        
        
        
       
00572/2021-CR
","
26/10/2021
","
Ley que incorpora la Sexta y Séptima Disposiciones Complementarias a la Ley 29158, Ley Orgánica del Poder Ejecutivo referidas a regular el nombramiento y designación de funcionarios públicos, como mecanismo de transparencia, evitando la llamada puerta giratoria
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Luna Gálvez, José León; Wong Pujada, Enrique; Calle Lobatón, Digna
"
"
       
        
        
        
       
00571/2021-CR
","
26/10/2021
","
Ley que permite el ahorro previsional en las Administradoras Privadas de Fondos de Pensiones en moneda extranjera garantizando la libertad de elección de sus afiliados
","
En comisión
","
Congreso
","
 Luna Gálvez, José León; Calle Lobatón, Digna; Wong Pujada, Enrique
"
"
       
        
        
        
       
00570/2021-CR
","
26/10/2021
","
LEY QUE OTORGA EL TITULO HONORIFICO DE HÉROE NACIONAL AL SGTO 2 (F) GABINO PUÑO COLQUE, FALLECIDO EN LA CAMPAÑA CONTRA COLOMBIA EN 1933
","
Orden del Día
","
Congreso-Actualización
",
"
       
        
        
        
       
00569/2021-CR
","
26/10/2021
","
LEY QUE DECLARA DE INTERÉS NACIONAL LA PUESTA EN VALOR Y DIFUSIÓN DEL COMBATE DE PALPA, BATALLA DE NASCA Y LA BATALLA DE ACARÍ COMO HECHOS DE ARMAS DE LA EXPEDICIÓN LIBERTADORA EN LA INDEPENDENCIA DEL PERÚ
","
Dictamen
","
Congreso-Actualización
",
"
       
        
        
        
       
00568/2021-CR
","
26/10/2021
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA CONSTRUCCIÓN DEL AEROPUERTO DE PICHANAQUI EN LA SELVA CENTRAL DEL DEPARTAMENTO DE JUNÍN
","
Orden del Día
","
Congreso-Actualización
",
"
       
        
        
        
       
00567/2021-CR
","
26/10/2021
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA Y PREFERENTE INTERÉS NACIONAL LA CONSTRUCCIÓN Y EQUIPAMIENTO DE UN AEROPUERTO EN LA SELVA CENTRAL DEL DEPARTAMENTO DE JUNÍN
","
Orden del Día
","
Congreso-Actualización
",
"
       
        
        
        
       
00566/2021-CR
","
26/10/2021
","
LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CONSTRUCCIÓN DEL AEROPUERTO EN EL DISTRITO DE PICHANAQUI, PROVINCIA DE CHANCHAMAYO, DEPARTAMENTO DE JUNÍN  ( EN RELATORIA 20/04/22)
","
Orden del Día
","
Congreso-Actualización
",
"
       
        
        
        
       
00565/2021-CR
","
26/10/2021
","
LEY QUE MODIFICA LOS ARTÍCULOS 473, 476-A Y 481-A DEL CÓDIGO PROCESAL PENAL, REFERIDOS AL PROCESO ESPÈCIAL POR COLABORACIÓN EFICAZ
","
EN RECONSIDERACIÓN
","
Congreso-Actualización
",
"
       
        
        
        
       
00564/2021-CR
","
26/10/2021
","
LEY QUE MODIFICA LA LEY 31173, LEY QUE GARANTIZA EL CUMPLIMIENTO DE LA LEY 29625, LEY DE DEVOLUCIÓN DE DINERO DEL FONAVI A LOS TRABAJADORES QUE CONTRIBUYERON AL MISMO, PRIORIZANDO A LA POBLACIÓN VULNERABLE, COMO CONSECUENCIA DE LA PANDEMIA DE LA COVID-19
","
Publicado en el Diario Oficial El Peruano
","
Congreso-Actualización
",
"
       
        
        
        
       
00563/2021-CR
","
26/10/2021
","
LEY DE CREACIÓN DEL CONSEJO PERUANO DE ACREDITACIÓN DE LA EDUCACIÓN SUPERIOR
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00562/2021-CR
","
26/10/2021
","
LEY QUE INCORPORA LA DÉCIMO TERCERA DISPOSICIÓN COMPLEMENTARIA FINAL DE LA LEY 30220, LEY UNIVERSITARIA

","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00561/2021-CR
","
26/10/2021
","
Ley que fortalece la independencia de la Superintendencia Nacional de Educación Superior Universitaria
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00560/2021-CR
","
26/10/2021
","
LEY QUE PROMUEVE LA CREACIÓN DE FILIALES DE UNIVERSIDADES PÚBLICAS
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00559/2021-CR
","
26/10/2021
","
RESOLUCIÓN LEGISLATIVA QUE MODIFICA EL REGLAMENTO DEL CONGRESO Y CREA LA OFICINA DE ESTUDIOS ECONÓMICOS DEL CONGRESO DE LA REPÚBLICA
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00558/2021-CR
","
26/10/2021
","
RESOLUCIÓN LEGISLATIVA QUE MODIFICA LA COMPOSICIÓN DE LA COMISIÓN DE ÉTICA PARLAMENTARIA
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00557/2021-CR
","
26/10/2021
","
LEY DE REFORMA CONSTITUCIONAL QUE GARANTIZA EL DERECHO DE ACCESO A UN INTERNET LIBRE Y ABIERTO
","
Dictamen
","
Congreso-Actualización
",
"
       
        
        
        
       
00556/2021-CR
","
26/10/2021
","
LEY QUE PROHÍBE CONDUCIR UNA MOTOCICLETA LINEAL LLEVANDO A UNO O MÁS PASAJEROS ACOMPAÑANTES Y OBLIGA USAR CASCO PROTECTOR
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00555/2021-CR
","
26/10/2021
","
LEY DE REFORMA CONSTITUCIONAL QUE RECONOCE AL INDECOPI COMO ÓRGANO CONSTITUCIONALMENTE AUTÓNOMO
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00554/2021-CR
","
26/10/2021
","
LEY QUE REGULA EL PAGO OPORTUNO DE FACTURAS COMERCIALES GIRADAS POR MICRO, PEQUEÑAS Y MEDIANAS EMPRESAS
","
Publicado en el Diario Oficial El Peruano
","
Congreso-Actualización
",
"
       
        
        
        
       
00553/2021-CR
","
26/10/2021
","
LEY DE FORTALECIMIENTO DE LOS PEQUEÑOS SECTORES; AGROPECUARIO Y DE ACUICULTURA
","
Dictamen
","
Congreso-Actualización
",
"
       
        
        
        
       
00552/2021-CR
","
26/10/2021
","
LEY DE RECONOCIMIENTO PLENO Y REGISTRO DE LA PERSONALIDAD JURÍDICA DE PUEBLOS INDÍGENAS U ORIGINARIOS, Y PUEBLOS AFROPERUANOS
","
EN AGENDA DEL PLENO
","
Congreso-Actualización
",
"
       
        
        
        
       
00551/2021-CR
","
26/10/2021
","
LEY MARCO DE CREACIÓN DEL SISTEMA INTEGRADO UNIVERSAL DE PENSIONES
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00550/2021-CR
","
26/10/2021
","
LEY QUE ESTABLECE LA IMPLEMENTACIÓN DE GUARDERÍAS EN CENTROS DE TRABAJO Y CENTROS DE ESTUDIO
","
Dictamen
","
Congreso-Actualización
",
"
       
        
        
        
       
00549/2021-CR
","
26/10/2021
","
LEY DE COMPENSACIÓN DE DEUDAS QUE MANTIENEN LOS AGRICULTORES CAFETALEROS A NIVEL NACIONAL CON AGROBANCO, AFECTADOS POR LA ROYA AMARILLA
","
Publicado en el Diario Oficial El Peruano
","
Congreso-Actualización
",
"
       
        
        
        
       
00548/2021-CR
","
26/10/2021
","
LEY DE TRANSICIÓN ECOLÓGICA
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00547/2021-CR
","
26/10/2021
","
LEY DE TITULACIÓN DE LA PROPIEDAD TERRITORIAL DE PUEBLOS INDÍGENAS U ORIGINARIOS Y AFROPERUANOS
","
EN AGENDA DEL PLENO
","
Congreso-Actualización
",
"
       
        
        
        
       
00546/2021-CR
","
26/10/2021
","
LEY DE COORDINACIÓN INTERCULTURAL ENTRE SISTEMAS JURÍDICOS DE PUEBLOS ORIGINARIOS Y AFROPERUANOS, Y ENTIDADES DEL ESTADO
","
En comisión
","
Congreso-Actualización
",
"
       
        
        
        
       
00545/2021-CR
","
26/10/2021
","
LEY DE ALIVIO Y REINSERCIÓN FINANCIERA DE PEQUEÑOS AGRICULTORES DEUDORES DE AGROBANCO A NIVEL NACIONAL, AUTORIZANDO AL FONDO AGROPERÚ LA COMPRA DE DEUDA
","
Dictamen
","
Congreso-Actualización
",
"
       
        
        
        
       
00544/2021-CR
","
26/10/2021
","
LEY QUE DECLARA EL 18 DE MARZO DE CADA AÑO COMO EL ""DÍA NACIONAL DEL TORITO DE PUCARÁ""
","
Publicado en el Diario Oficial El Peruano
","
Congreso-Actualización
",
"
       
        
        
        
       
00543/2021-CR
","
26/10/2021
","
LEY QUE CONFIERE EL ASCENSO AL GRADO INMEDIATO SUPERIOR A LOS OFICIALES DE SERVICIOS DE LA POLICÍA NACIONAL DEL PERÚ QUE SE ENCUENTREN EN SITUACIÓN DE ACTIVIDAD, Y QUE HAYAN SIDO ASIMILADOS EN EL GRADO DE TENIENTE S. PNP EN LOS AÑOS 1994, 1995 Y 1996
","
Publicado en el Diario Oficial El Peruano
","
Congreso-Actualización
",
"
       
        
        
        
       
00542/2021-CR
","
26/10/2021
","
LEY QUE OTORGA EL GRADO INMEDIATO SUPERIOR A LOS OFICIALES DE SERVICIOS DE LA POLICÍA NACIONAL DEL PERÚ EN SITUACIÓN DE ACTIVIDAD COMPRENDIDOS EN LA RESOLUCIÓN SUPREMA 0504-94-IN/PNP, RESOLUCIÓN SUPREMA 1172-95-IN/PNP Y RESOLUCIÓN SUPREMA 0848-96-IN/PNP
","
Publicado en el Diario Oficial El Peruano
","
Congreso-Actualización
",
"
       
        
        
        
       
00541/2021-CR
","
26/10/2021
","
LEY QUE DECLARA FERIADO NACIONAL EL 06 DE AGOSTO, DÍA DE LA EVOCACIÓN DE LA BATALLA DE JUNÍN, Y DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA PUESTA EN VALOR DEL SANTUARIO HISTÓRICO DE CHACAMARCA-REGIÓN JUNÍN
","
Publicado en el Diario Oficial El Peruano
","
Congreso-Actualización
",
"
       
        
        
        
       
00540/2021-CR
","
26/10/2021
","
LEY QUE DECLARA DE NECESIDAD PÚBLICA Y DE INTERÉS NACIONAL LA PUESTA EN VALOR NATURAL Y CULTURAL PARA EL DESARROLLO TURÍSTICO DEL SANTUARIO HISTÓRICO DE CHACAMARCA DE LA REGIÓN JUNÍN
","
Publicado en el Diario Oficial El Peruano
","
Congreso-Actualización
",
"
       
        
        
        
       
00539/2021-CR
","
25/10/2021
","
Ley que modifica la Ley 26497, Ley Orgánica del Registro Nacional de Identificaciones y Estado Civil, y la Ley 29973, Ley General de la Persona con Discapacidad, con la finalidad de consignar la situación de discapacidad en el documento nacional de identidad
","
En comisión
","
Congreso
","
 Portero López, Hilda Marleny; Paredes Fonseca, Karol Ivett; Mori Celis, Juan Carlos; Zeballos Madariaga, Carlos Javier; Martínez Talavera, Pedro Edwin; Vergara Mendoza, Elvis Hernán
"
"
       
        
        
        
       
00538/2021-CR
","
25/10/2021
","
Ley que regula la actividad del cultivo, producción, comercialización e industrialización de la hoja de coca
","
En comisión
","
Congreso
","
 Quispe Mamani, Wilson Rusbel; Flores Ramírez, Alex Randu; Cerrón Rojas, Waldemar José; Bellido Ugarte, Guido; Taipe Coronado, María Elizabeth; Quito Sarmiento, Bernardo Jaime; Pariona Sinche, Alfredo
"
"
       
        
        
        
       
00537/2021-CR
","
25/10/2021
","
Ley de Relaciones Colectivas y que garantiza la Libertad Sindical
","
Orden del Día
","
Congreso
","
 Cortez Aguirre, Isabel; Reymundo Mercado, Edgard Cornelio; Luque Ibarra, Ruth; Bazán Narro, Sigrid Tesoro
"
"
       
        
        
        
       
00536/2021-CR
","
25/10/2021
","
Ley que modifica el artículo 61 de la Ley del Impuesto General a las Ventas e Impuesto Selectivo al Consumo
","
Dictamen
","
Congreso
","
 Chirinos Venegas, Patricia Rosa; Williams Zapata, José Daniel; Burgos Oliveros, Juan Bartolomé; Amuruz Dulanto, Yessica Rosselli; Tudela Gutiérrez, Adriana Josefina; Gonzales Delgado, Diana Carolina
"
"
       
        
        
        
       
00535/2021-CR
","
25/10/2021
","
Ley que declara de interés nacional y necesidad pública la promoción y desarrollo del corredor turístico de las playas de Arequipa, Moquegua y Tacna del litoral sur peruano
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Martínez Talavera, Pedro Edwin; Alva Rojas, Carlos Enrique; Soto Palacios, Wilson; Mori Celis, Juan Carlos; Flores Ancachi, Jorge Luis; Portero López, Hilda Marleny; Zeballos Madariaga, Carlos Javier; Vergara Mendoza, Elvis Hernán
"
"
       
        
        
        
       
00534/2021-CR
","
25/10/2021
","
Ley de reasignación gradual y progresiva de los profesionales de la salud y personal técnico asistencial del Ministerio de Salud sus Órganos Públicos y Gobiernos Regionales
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Martínez Talavera, Pedro Edwin; Zeballos Madariaga, Carlos Javier; Portero López, Hilda Marleny; Vergara Mendoza, Elvis Hernán; Flores Ancachi, Jorge Luis; Alva Rojas, Carlos Enrique; Soto Palacios, Wilson; Mori Celis, Juan Carlos; Muñante Barrios, Alejandro
"
"
       
        
        
        
       
00533/2021-CR
","
25/10/2021
","
LEY QUE MODIFICA LA LEY 28094, LEY DE ORGANIZACIONES POLÍTICAS, PARA ESTABLECER CRITERIOS DE PROPORCIONALIDAD EN LA APLICACIÓN DE SANCIONES A CANDIDATOS POR NO INFORMAR LOS GASTOS E INGRESOS EFECTUADOS DURANTE CAMPAÑA Y CONDUCTAS PROHIBIDAS EN PROPAGANDA ELECTORAL
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Wong Pujada, Enrique; Calle Lobatón, Digna; Luna Gálvez, José León
"
"
       
        
        
        
       
00532/2021-CR
","
25/10/2021
","
Ley que crea la Universidad Intercultural Aymara del Perú
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Flores Ancachi, Jorge Luis; Alva Rojas, Carlos Enrique; Aragón Carreño, Luis Ángel; Arriola Tueros, José Alberto; Doroteo Carbajo, Raúl Felipe; Espinoza Vargas, Jhaec Darwin; Martínez Talavera, Pedro Edwin; Paredes Fonseca, Karol Ivett; Portero López, Hilda Marleny; Soto Palacios, Wilson; Vergara Mendoza, Elvis Hernán
"
"
       
        
        
        
       
00531/2021-CR
","
25/10/2021
","
Ley que reconoce y revolara la existencia de la cultura Aymara en el Perú; y , declara a Ilave Capital de la Nación Aymara
","
En comisión
","
Congreso
","
 Flores Ancachi, Jorge Luis; Alva Rojas, Carlos Enrique; Aragón Carreño, Luis Ángel; Arriola Tueros, José Alberto; Doroteo Carbajo, Raúl Felipe; Espinoza Vargas, Jhaec Darwin; López Ureña, Ilich Fredy; Martínez Talavera, Pedro Edwin; Monteza Facho, Silvia María; Paredes Fonseca, Karol Ivett; Portero López, Hilda Marleny; Soto Palacios, Wilson; Vergara Mendoza, Elvis Hernán; Bellido Ugarte, Guido
"
"
       
        
        
        
       
00530/2021-PE
","
22/10/2021
","
Ley de Reforma Constitucional que democratiza y descentraliza la participación de los abogados y abogadas en la conformación del Jurado Nacional de Elecciones 
","
EN AGENDA DEL PLENO
","
Poder Ejecutivo
",
"
       
        
        
        
       
00529/2021-CR
","
22/10/2021
","
Ley que crea el (PITE) Parque Industrial Tecno-Ecológico en el departamento de Puno
","
Dictamen
","
Congreso
","
 Flores Ancachi, Jorge Luis; Alva Rojas, Carlos Enrique; Aragón Carreño, Luis Ángel; Doroteo Carbajo, Raúl Felipe; Espinoza Vargas, Jhaec Darwin; Martínez Talavera, Pedro Edwin; Soto Palacios, Wilson; Vergara Mendoza, Elvis Hernán; Arriola Tueros, José Alberto; Paredes Fonseca, Karol Ivett
"
"
       
        
        
        
       
00528/2021-CR
","
22/10/2021
","
Ley que modifica la Ley 27918, Ley de Creación del Colegio de Trabajadores Sociales del Perú, respecto a la participación universal de sus agremiados en la elección de sus autoridades
","
En comisión
","
Congreso
","
 Paredes Fonseca, Karol Ivett; Zeballos Madariaga, Carlos Javier; Martínez Talavera, Pedro Edwin; Monteza Facho, Silvia María; Alva Rojas, Carlos Enrique; Flores Ancachi, Jorge Luis; Mori Celis, Juan Carlos; Vergara Mendoza, Elvis Hernán
"
"
       
        
        
        
       
00527/2021-CR
","
22/10/2021
","
Ley que dispone la promoción de la masificación de instalación del servicio de internet en las localidades de Loreto
","
EN AGENDA DEL PLENO
","
Congreso
","
 Mori Celis, Juan Carlos; Aragón Carreño, Luis Ángel; Portero López, Hilda Marleny; Alva Rojas, Carlos Enrique; Paredes Fonseca, Karol Ivett; Flores Ancachi, Jorge Luis; Vergara Mendoza, Elvis Hernán
"
"
       
        
        
        
       
00526/2021-CR
","
22/10/2021
","
Resolución Legislativa del Congreso que designa al señor Julio Emilio Velarde Flores como Presidente del Directorio del Banco Central de Reserva del Perú
","
Publicado en el Diario Oficial El Peruano
","
Congreso
",
"
       
        
        
        
       
00525/2021-CR
","
22/10/2021
","
Ley de Matrimonio Igualitario
","
En comisión
","
Congreso
","
 Luque Ibarra, Ruth; Reymundo Mercado, Edgard Cornelio; Cortez Aguirre, Isabel; Bazán Narro, Sigrid Tesoro; Málaga Trillo, George Edward; Pablo Medina, Flor Aidee; Paredes Piqué, Susel Ana María; Alcarraz Agüero, Yorel Kira
"
"
       
        
        
        
       
00524/2021-CR
","
22/10/2021
","
Ley que fortalece los comedores populares y ollas comunes
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Luque Ibarra, Ruth; Reymundo Mercado, Edgard Cornelio; Cortez Aguirre, Isabel; Ugarte Mamani, Jhakeline Katy
"
"
       
        
        
        
       
00523/2021-CR
","
22/10/2021
","
Ley de creación de la Autoridad Nacional de Masificación del Gas Natural
","
En comisión
","
Congreso
","
 Luque Ibarra, Ruth; Cortez Aguirre, Isabel; Reymundo Mercado, Edgard Cornelio; Bazán Narro, Sigrid Tesoro; Aragón Carreño, Luis Ángel; Tacuri Valdivia, Germán Adolfo; Ugarte Mamani, Jhakeline Katy; Soto Reyes, Alejandro
"
"
       
        
        
        
       
00522/2021-CR
","
22/10/2021
","
Ley que declara de necesidad pública e interés nacional cerrar la brecha de asequibilidad y brecha de uso de la tecnología de información y comunicación (TIC)  en la región Huancavelica.
","
Orden del Día
","
Congreso
","
 Pariona Sinche, Alfredo; Bellido Ugarte, Guido; Coayla Juárez, Jorge Samuel; Cutipa Ccama, Víctor Raúl; Paredes Castro, Francis Jhasmina; Taipe Coronado, María Elizabeth
"
"
       
        
        
        
       
00521/2021-CR
","
22/10/2021
","
Ley del Infarto Agudo de Miocardio
","
En comisión
","
Congreso
","
 Vergara Mendoza, Elvis Hernán; Aragón Carreño, Luis Ángel; Arriola Tueros, José Alberto; Flores Ancachi, Jorge Luis; Martínez Talavera, Pedro Edwin; Monteza Facho, Silvia María; Soto Palacios, Wilson
"
"
       
        
        
        
       
00520/2021-CR
","
22/10/2021
","
Ley que declara de necesidad pública e interés nacional la creación del distrito de Cuyo Grande en la provincia de Calca de la región Cusco
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Luque Ibarra, Ruth; Bazán Narro, Sigrid Tesoro; Reymundo Mercado, Edgard Cornelio; Cortez Aguirre, Isabel; Aragón Carreño, Luis Ángel
"
"
       
        
        
        
       
00519/2021-CR
","
21/10/2021
","
Ley que modifica el artículo 11 del Decreto Legislativo 1213, Decreto Legislativo que regula los servicios de seguridad privada
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Yarrow Lumbreras, Norma Martina; Williams Zapata, José Daniel; Córdova Lobatón, María Jessica; Cavero Alva, Alejandro Enrique; Chirinos Venegas, Patricia Rosa; Gonzales Delgado, Diana Carolina
"
"
       
        
        
        
       
00518/2021-CR
","
21/10/2021
","
Ley que extiende el plazo para obtener el bachillerato automático hasta el año académico 2023
","
Publicado en el Diario Oficial El Peruano
","
Congreso
","
 Cordero Jon Tay, María Del Pilar; Guerra García Campos, Hernando; Cordero Jon Tay, Luis Gustavo; Bustamante Donayre, Carlos Ernesto; Aguinaga Recuenco, Alejandro Aurelio; Jiménez Heredia, David Julio; Flores Ruiz, Víctor Seferino
"
"
       
        
        
        
       
00517/2021-CR
","
21/10/2021
","
Ley que crea el Registro Nacional del Artista
","
En comisión
","
Congreso
","
 Burgos Oliveros, Juan Bartolomé; Amuruz Dulanto, Yessica Rosselli; Córdova Lobatón, María Jessica; Tudela Gutiérrez, Adriana Josefina; Williams Zapata, José Daniel; Yarrow Lumbreras, Norma Martina
"
